LineageTaxIDs,Lineage,Organism,Phylum,Class,Order,Family,Genus,Predictors,Replicon,nuoA,nuoB,nuoC,nuoD,nuoE,nuoF,nuoG,nuoH,nuoI,nuoJ,nuoK,nuoL,nuoM,nuoN,TotalSubunits
2986829,Flavobacterium sp. N2038,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1879049,Acinetobacter sp. WCHAc010034,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2217832,Bacillus sp. JAS24-2,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,0,0,1,1,1,1,1,1,1,1,12
2217832,Bacillus sp. JAS24-2,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,COGs+HMMER,plasmid,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2937787,Sphingomonas sp. SUN039,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1050714,Synechococcus sp. SYN20,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,0,1,1,1,1,1,1,1,1,13
2907624,Rhodococcus sp. DMF-1,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2907624,Rhodococcus sp. DMF-1,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,OurGenes+HMMER,plasmid,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
2742673,Enterobacter sp. RHBSTW-00975,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2742673,Enterobacter sp. RHBSTW-00975,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,OurGenes+HMMER,plasmid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2989771,Staphylococcus sp. IVB6240,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,0,1,0,1,0,1,1,1,1,6
2963432,Arthrobacter sp. DNA4,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,1,1,1,0,1,1,1,1,1,1,9
2806008,Shewanella sp. LZH-2,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,1,0,1,1,1,0,1,1,1,0,0,1,8
858422,Bradyrhizobium sp. CCBAU 051011,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2773264,Serratia sp. Tan611,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2763068,Streptococcus sp. NSJ-72,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,OurGenes+HMMER,chromosome,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2742654,Citrobacter sp. RHBSTW-00535,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2072407,Stenotrophomonas sp. YAU14D1_LEIMI4_1,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1536770,Paenibacillus sp. FSL R5-0345,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,0,0,0,0,1,1,1,0,1,0,1,1,1,1,8
2039870,Micromonospora sp. WMMA2032,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1500960,Campylobacter sp. RM16704,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,0,0,1,1,1,1,1,1,1,1,12
2789327,Sphingobium sp. Cam5-1,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2789327,Sphingobium sp. Cam5-1,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,OurGenes+HMMER,plasmid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2883106,Halomonas sp. NyZ770,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,1,1,1,0,1,1,1,1,1,1,9
1703964,Rhizobium sp. N621,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1703964,Rhizobium sp. N621,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,plasmid,0,0,0,0,1,0,1,0,1,0,1,0,1,1,6
3042315,Chryseobacterium sp. wdc7,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
3038546,Mesorhizobium sp. WSM4906,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2606451,Microbacterium sp. 1S1,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,0,1,0,1,1,1,1,1,1,7
2778060,Aeromonas sp. FDAARGOS 1411,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2500543,Salmonella sp. SSDFZ69,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2500543,Salmonella sp. SSDFZ69,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,OurGenes+HMMER,plasmid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3040674,Minwuia sp. IMCC3009,Bacteria,Pseudomonadota,Alphaproteobacteria,Minwuiales,Minwuiaceae,Minwuia,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
766894,Shouchella hunanensis,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Shouchella,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,1,1,0,1,1,1,1,1,1,8
1385664,Hymenobacter sp. DG25B,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1385664,Hymenobacter sp. DG25B,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,OurGenes+HMMER,plasmid,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3
1855909,Polynucleobacter sp. MWH-Svant-W18,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2708054,Romboutsia sp. 13432,Bacteria,Bacillota,Clostridia,Eubacteriales,Peptostreptococcaceae,Romboutsia,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,1,1,0,0,1,0,1,0,0,0,4
2708052,Romboutsia sp. 13154,Bacteria,Bacillota,Clostridia,Eubacteriales,Peptostreptococcaceae,Romboutsia,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,1,1,0,0,1,0,1,0,0,0,4
1743173,Polynucleobacter sp. MWH-P3-07-1,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1385663,Hymenobacter sp. DG25A,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2912824,Niallia sp. Man26,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Niallia,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,1,0,0,1,1,1,1,1,1,7
3023936,Saprospira sp. CCB-QB6,Bacteria,Bacteroidota,Saprospiria,Saprospirales,Saprospiraceae,Saprospira,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,1,0,1,1,0,1,0,0,1,5
2874627,Salmonella sp. A7,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2778054,Aeromonas sp. FDAARGOS 1405,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2483401,Microbacterium sp. 10M-3C3,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,1,1,0,1,1,1,1,1,1,8
2654248,Mesorhizobium sp. INR15,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2654248,Mesorhizobium sp. INR15,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,plasmid,0,0,0,0,1,1,1,0,1,0,1,1,1,1,8
2713414,Chryseobacterium sp. POL2,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2020312,Rhizobium sp. CIAT894,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2020312,Rhizobium sp. CIAT894,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,plasmid,0,0,0,0,1,0,1,0,1,0,1,1,1,1,7
3036127,Halomonas sp. CKK8,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,1,1,1,0,1,1,1,1,1,1,9
1032242,Campylobacter sp. RM10537,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,0,0,1,1,1,1,1,1,1,1,12
3015167,Micromonospora sp. WMMA1998,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1536775,Paenibacillus sp. FSL H7-0737,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,0,0,0,0,1,1,1,0,1,0,1,1,1,1,8
2072409,Stenotrophomonas sp. SAU14A_NAIMI4_8,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2942480,Citrobacter sp. XT1-2-2,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2785630,Serratia sp. CMO1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
712624,Streptococcus sp. oral taxon 064,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3
2866191,Bradyrhizobium sp. ISRA426,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2864205,Shewanella spartinae,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,1,1,1,0,1,1,1,0,1,1,8
2997335,Arthrobacter sp. FX8,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,1,1,1,0,1,1,1,1,1,1,9
2989766,Staphylococcus sp. IVB6214,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,0,1,0,1,0,1,1,1,1,6
1329836,Enterobacter sp. BWH 37,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1329836,Enterobacter sp. BWH 37,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,OurGenes+HMMER,plasmid,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2
2885078,Rhodococcus sp. RDE2,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2885078,Rhodococcus sp. RDE2,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,OurGenes+HMMER,plasmid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1400865,Synechococcus sp. BIOS-U3-1,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,0,1,1,1,1,1,1,1,1,13
2608254,Bacillus sp. BS98,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,0,0,1,1,1,1,1,1,1,1,12
1961362,Sphingomonas sp. NIC1,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1961362,Sphingomonas sp. NIC1,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,plasmid,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4
2953738,Acinetobacter sp. Z1,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2986825,Flavobacterium sp. N1861,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,1,0,0,1,1,0,1,0,1,5
2801029,Streptomyces sp. CA-210063,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2774873,Pseudomonas sp. ADPe,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2774873,Pseudomonas sp. ADPe,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,OurGenes+HMMER,plasmid,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
2589991,Pseudoalteromonas sp. Scap06,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,1,0,0,1,1,0,1,1,1,6
1795043,Burkholderia sp. PAMC 26561,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1795043,Burkholderia sp. PAMC 26561,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,OurGenes+HMMER,plasmid,0,0,0,0,0,0,1,0,0,1,1,0,0,1,4
2813843,Burkholderia sp. LAS2,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2813843,Burkholderia sp. LAS2,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,OurGenes+HMMER,plasmid,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2978741,Vibrio sp. J502,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,1,0,1,1,1,0,1,1,1,0,0,1,8
2589992,Pseudoalteromonas sp. Scap25,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,1,0,0,1,1,0,1,1,1,6
645292,Pseudomonas sp. T8,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1188315,Streptomyces sp. AgN23,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
3003257,Flavobacterium aestivum,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2004647,Acinetobacter sp. WCHAc010052,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1892404,Bacillus sp. ABP14,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,0,1,1,1,1,1,1,1,1,13
2991074,Sphingomonas sp. S1-29,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
59932,Synechococcus sp. WH 8101,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1564114,Rhodococcus sp. B7740,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,undefined,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2976431,Enterobacter sp. CP102,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2989772,Staphylococcus sp. IVB6246,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,0,1,0,1,0,1,1,1,1,6
2879620,Arthrobacter sp. FW306-05-C,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,0,0,0,1,1,1,1,1,1,1,1,1,1,11
2879620,Arthrobacter sp. FW306-05-C,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,plasmid,0,0,0,0,1,1,0,0,0,0,1,0,0,1,4
2989727,Shewanella sp. JNE2,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,1,1,1,0,1,1,1,0,1,1,8
2866192,Bradyrhizobium sp. ISRA430,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2420306,Serratia sp. FDAARGOS_506,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1316410,Streptococcus sp. HSISS1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
2697370,Citrobacter sp. LUTT5,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2072413,Stenotrophomonas sp. SAU14A_NAIMI4_5,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
3047872,Paenibacillus sp. G2S3,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,0,0,0,0,1,1,1,0,1,0,1,1,1,1,8
3016103,Micromonospora sp. WMMD1076,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2983836,Campylobacter sp. VBCF_01 NA2,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,OurProteins+HMMER; COGs+HMMER; OurGenes+HMMER,chromosome,1,1,1,1,1,0,1,1,1,1,1,1,1,1,13
